,measurement_id,lon,lat,source,coords,Name,nodeId,wayId
1226,WMTG-G0645_TCAM1-Zone2,-1.832289255,52.41886449,Detector,"(-1.8322892550000001, 52.418864489999997)",Reddings Lane,60148054,39672836-0
1227,JTMS26,-1.965889387,52.47382625,Detector,"(-1.9658893869999998, 52.473826250000002)",Barnsley Road,1232406540,4089489-0
1228,JTMS23,-1.770163841,52.56633934,Detector,"(-1.770163841, 52.566339339999999)",,,
1229,BIRM-JTMS50,-1.918615757,52.49847171,Detector,"(-1.918615757, 52.498471709999997)",Wretham Road,281468476,25804738-0
1230,BIRM-JTMS3,-1.854940082,52.51091592,Detector,"(-1.8549400819999999, 52.510915920000002)",Gravelly Hill,1572989168,69409255-0
1231,WMID-70511,-1.782138923,52.41503398,Detector,"(-1.7821389230000002, 52.415033979999997)",,,
1232,BIRM-JTMS9,-1.879461317,52.56911683,Detector,"(-1.8794613169999999, 52.569116829999999)",Kingstanding Road,206410,8105753-0
1233,BIRM-JTMS18,-2.013007088,52.44874829,Detector,"(-2.0130070880000002, 52.448748289999997)",,,
1234,WMTG-D0422Pole11-Zone2,-2.170643096,52.50410269,Detector,"(-2.170643096, 52.504102690000003)",,,
1235,BIRM-JTMS23,-1.770163841,52.56633934,Detector,"(-1.770163841, 52.566339339999999)",,,
1236,WMTG-G0625_TCAM2-Zone1,-1.809463347,52.40310632,Detector,"(-1.8094633469999999, 52.403106319999999)",,,
1237,BIRM-JTMS60,-1.834267183,52.42075519,Detector,"(-1.8342671830000001, 52.420755190000001)",Reddings Lane,60148054,39672836-0
1238,BIRM-JTMS55,-1.943823897,52.47157938,Detector,"(-1.9438238969999999, 52.471579380000001)",Hagley Road,7346344,137652671-6
1239,JTMS32,-1.847900855,52.42424364,Detector,"(-1.847900855, 52.42424364)",Reddings Lane,60148054,39672836-0
1240,BIRM-JTMS35,-1.895603002,52.49395873,Detector,"(-1.8956030019999999, 52.493958730000003)",Newtown Row,205232,366498187-1
1241,BIRM-JTMS64,-1.922609611,52.47209786,Detector,"(-1.9226096109999999, 52.472097859999998)",Hagley Road,3797856851,4316057-1
1242,WMID-70441,-1.820033472,52.42072543,Detector,"(-1.820033472, 52.420725429999997)",,,
1243,JTMS30,-1.906868458,52.51590352,Detector,"(-1.9068684580000002, 52.515903520000002)",Wellington Road,1370034605,122668365-10
1244,JTMS27,-1.930675542,52.41656254,Detector,"(-1.9306755419999999, 52.416562540000001)",Pershore Road,288863548,34925397-0
1245,BIRM-JTMS28,-1.898588993,52.51493481,Detector,"(-1.8985889930000002, 52.51493481)",Aston Lane,246191227,32918153-0
1246,WMID-78091,-1.783595335,52.41485685,Detector,"(-1.783595335, 52.41485685)",,,
1247,JTMS24,-1.887856094,52.40668565,Detector,"(-1.887856094, 52.40668565)",Pershore Road,288863548,34925397-0
1248,JTMS18,-2.013007088,52.44874829,Detector,"(-2.0130070880000002, 52.448748289999997)",,,
1249,JTMS33,-1.809893615,52.48431392,Detector,"(-1.809893615, 52.484313919999998)",Station Road,3762338310,74187693-1
1250,BIRM-JTMS29,-1.809660682,52.48369324,Detector,"(-1.8096606819999999, 52.483693240000001)",Station Road,209959,74187693-1
1251,N63132C,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
1252,BIRM-JTMS27,-1.930675542,52.41656254,Detector,"(-1.9306755419999999, 52.416562540000001)",Pershore Road,288863548,34925397-0
1253,JTMS13,-2.007813868,52.45261446,Detector,"(-2.0078138679999999, 52.452614459999999)",,,
1254,BIRM-JTMS57,-1.901702847,52.46649961,Detector,"(-1.9017028469999999, 52.46649961)",Bristol Road,914808261,115346215-3
1255,WMID-39401731,-1.750621973,52.40628736,Detector,"(-1.7506219730000001, 52.40628736)",,,
1256,JTMS11,-1.882209037,52.50155167,Detector,"(-1.882209037, 52.501551669999998)",Waterlinks Boulevard,222027,4762191-0
1257,BIRM-JTMS13,-2.007813868,52.45261446,Detector,"(-2.0078138679999999, 52.452614459999999)",,,
1258,N63131F,-7.557159842,49.76680723,Scoot,"(-7.5571598420000008, 49.766807229999998)",,,
1259,BIRM-JTMS33,-1.809893615,52.48431392,Detector,"(-1.809893615, 52.484313919999998)",Station Road,3762338310,74187693-1
1260,JTMS8,-1.846257811,52.60496575,Detector,"(-1.8462578109999999, 52.604965749999998)",Flackwell Road,229027,5001283-0
1261,JTMS29,-1.809660682,52.48369324,Detector,"(-1.8096606819999999, 52.483693240000001)",Station Road,209959,74187693-1
1262,BIRM-JTMS30,-1.906868458,52.51590352,Detector,"(-1.9068684580000002, 52.515903520000002)",Wellington Road,1370034605,122668365-10
1263,BIRM-JTMS43,-1.887218423,52.46085899,Detector,"(-1.8872184230000002, 52.460858989999998)",Haden Way,21295255,4017645-1
1264,WMID-175461,-1.805342384,52.4377653,Detector,"(-1.805342384, 52.437765299999995)",,,
1265,BIRM-JTMS2,-1.778659465,52.52860703,Detector,"(-1.7786594650000001, 52.528607030000003)",Kingsbury Road,3752356552,48276498-2
1266,BIRM-JTMS20,-1.838699279,52.60451521,Detector,"(-1.8386992790000001, 52.604515210000002)",Flackwell Road,229027,5001283-0
1267,BIRM-JTMS22,-1.787095983,52.58858481,Detector,"(-1.7870959830000002, 52.58858481)",Tamar Drive,209669,8128299-1
1268,BIRM-JTMS24,-1.887856094,52.40668565,Detector,"(-1.887856094, 52.40668565)",Pershore Road,288863548,34925397-0
1269,BIRM-JTMS25,-1.956695999,52.39024294,Detector,"(-1.9566959990000001, 52.39024294)",Pershore Road,288863548,34925397-0
1270,BIRM-JTMS26,-1.965889387,52.47382625,Detector,"(-1.9658893869999998, 52.473826250000002)",Barnsley Road,1232406540,4089489-0
1271,BIRM-JTMS19,-1.857963118,52.51014645,Detector,"(-1.857963118, 52.510146450000001)",Gravelly Hill,1581694568,3240882-0
1272,BIRM-JTMS32,-1.847900855,52.42424364,Detector,"(-1.847900855, 52.42424364)",Reddings Lane,60148054,39672836-0
1273,BIRM-JTMS34,-1.899496329,52.51769549,Detector,"(-1.899496329, 52.517695490000001)",Aldridge Road,255400335,23585194-6
1274,BIRM-JTMS36,-1.890934972,52.48758965,Detector,"(-1.8909349719999999, 52.487589649999997)",Corporation Street,1351850117,237228282-2
1275,JTMS19,-1.857963118,52.51014645,Detector,"(-1.857963118, 52.510146450000001)",Gravelly Hill,1581694568,3240882-0
1276,BIRM-JTMS37,-1.908051685,52.52797787,Detector,"(-1.908051685, 52.527977870000001)",Walsall Road,3798001596,381223615-1
1277,BIRM-JTMS38,-1.89294012,52.48662955,Detector,"(-1.89294012, 52.486629550000004)",Lancaster Street,875777152,366514265-0
1278,BIRM-JTMS39,-1.895652726,52.49785142,Detector,"(-1.895652726, 52.497851420000003)",High Street,209813,339393130-2
1279,BIRM-JTMS10,-1.92857069,52.54576496,Detector,"(-1.9285706899999999, 52.54576496)",Old Walsall Road,246646168,22910688-0
1280,WMTG-D0422Pole11-Zone1,-2.170643096,52.50410269,Detector,"(-2.170643096, 52.504102690000003)",,,
1281,BIRM-JTMS74,-1.898588993,52.51493481,Detector,"(-1.8985889930000002, 52.51493481)",Aston Lane,246191227,32918153-0
1282,BIRM-JTMS62,-1.866566199,52.45706174,Detector,"(-1.866566199, 52.45706174)",Medlicott Road,1947581782,121006258-4
1283,JTMS9,-1.879461317,52.56911683,Detector,"(-1.8794613169999999, 52.569116829999999)",Kingstanding Road,206410,8105753-0
1284,BIRM-JTMS49,-1.878677578,52.46788972,Detector,"(-1.878677578, 52.467889720000002)",,,
1285,BIRM-JTMS8,-1.846257811,52.60496575,Detector,"(-1.8462578109999999, 52.604965749999998)",Flackwell Road,229027,5001283-0
1286,JTMS34,-1.899496329,52.51769549,Detector,"(-1.899496329, 52.517695490000001)",Aldridge Road,255400335,23585194-6
1287,BIRM-JTMS1,-1.803139471,52.57894848,Detector,"(-1.8031394709999999, 52.578948480000001)",Fourlands Avenue,223312,2916390-0
1288,BIRM-JTMS40,-1.925263167,52.53964982,Detector,"(-1.9252631669999998, 52.539649820000001)",Walsall Road,246646485,143628967-4
1289,WMID-70501,-1.78815791,52.38004645,Detector,"(-1.78815791, 52.380046450000002)",,,
1290,BIRM-JTMS11,-1.882209037,52.50155167,Detector,"(-1.882209037, 52.501551669999998)",Waterlinks Boulevard,222027,4762191-0
1291,BIRM-JTMS12,-1.796276384,52.50899566,Detector,"(-1.796276384, 52.508995659999997)",Newport Road,3778091696,28422700-0
1292,BIRM-JTMS14,-1.975763145,52.42833027,Detector,"(-1.9757631449999999, 52.428330269999996)",West Boulevard,313887521,28576127-0
1293,BIRM-JTMS15,-1.839426054,52.59958081,Detector,"(-1.839426054, 52.599580809999999)",Flackwell Road,229027,5001283-0
1294,BIRM-JTMS16,-1.815124494,52.44482017,Detector,"(-1.815124494, 52.44482017)",Oxford Road,354655226,8467866-1
1295,BIRM-JTMS17,-1.815404628,52.44467676,Detector,"(-1.815404628, 52.44467676)",Oxford Road,354655226,8467866-1
